Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2013,Funding research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.0039306239339566605
2013,Funding research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.07794814787339405
2013,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.2945753514448365
2013,Funding research and development,,,,UK Government,,,Percentage (%),Undefined,Units,,0.1023069440838297
2013,Funding research and development,,,,Overseas total,,,Percentage (%),Undefined,Units,,0.21540926376092062
2013,Funding research and development,,,,,European Commission grants,,Percentage (%),Undefined,Units,,0.0035984585310870837
2013,Funding research and development,,,,,Other Overseas,,Percentage (%),Undefined,Units,,0.21181080522983353
2013,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.020151367774087665
2013,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.6868626922338068
2013,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.0059236163511741215
2013,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.006698668957869801
2013,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.011570428199956928
2013,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.024192713509000853
2013,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.001217939810521782
2013,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.002657323222956615
2013,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.00608969905260891
2013,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.04174211896061017
2013,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.22360267703170353
2013,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.005480729147348019
2013,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.0026019623224783524
2013,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.0014947443129130961
2013,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.003100210426782718
2013,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.006255781754043699
2013,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.05774141919882812
2013,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.014393834124348335
2013,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.022033638390348602
2013,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.04855150971943649
2013,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.03415767559508816
2013,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.11631325190483019
2013,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.0035430976306088206
2013,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.012899089811435236
2013,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.09073651588387276
2013,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.009688157583695994
2013,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.007750526066956795
2013,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.005037841943521916
2013,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.00924527037986989
2013,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0019376315167391987
2013,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.04650315640174077
2013,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.05502873507539324
2013,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.10944850024552559
2013,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,
2013,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.042738615169218896
2013,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.006255781754043699
2013,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,
2013,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.03177715687452286
2013,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.10158725237761226
2013,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,
2013,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,0.1403952436128745
2013,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,
2013,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.013231255214304814
2013,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.01788157085447889
2013,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,
2013,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,0.03205396137691417
2013,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.004152067535869712
2013,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.02812333744295751
2013,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.03653819431565346
2013,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,0.00016608270143478844
2013,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,0.06897968199591548
2013,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.004871759242087128
2013,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.017936931754957156
2013,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.07418360664087217
2013,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,0.00011072180095652564
2013,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,0.09710301943887298
2013,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,0.0002214436019130513
2013,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.019708480570261564
2013,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.09322775640539459
2013,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,
2013,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,0.11315768057756921
2013,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.01195795450330477
2013,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03703644241995783
2013,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.2290280452785733
2013,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,0.014393834124348335
2013,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,0.2924162763261842
2013,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.018601262560696306
2013,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.09920673365704698
2013,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.0714709225174373
2013,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,0.008193413270782896
2013,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,0.19747233200596348
2013,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.04689068270508861
2013,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.0585164718055238
2013,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.23738754125079098
2013,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,0.0011072180095652564
2013,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,0.3439019137709686
2013,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.020206728674565928
2013,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.020372811376000718
2013,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.08027330569348108
2013,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,0.0008304135071739423
2013,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,0.12168325925122167
2013,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.11160757536417783
2013,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.325854260215055
2013,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,0.9416335562347724
2013,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,0.027957254741522726
2013,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,1.4070526465555278
2013,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0009964962086087307
2013,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.015002804029609225
2013,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.020317450475522456
2013,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,5.536090047826282e-05
2013,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,0.03637211161421867
2013,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.014283112323391809
2013,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.05513945687634977
2013,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.04434408128308852
2013,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,0.0017715488153044103
2013,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,0.1155381992981345
2013,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0012733007110000449
2013,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.007916608768391583
2013,Performing research and development,Northern Ireland,,Business,,,,Percentage (%),Undefined,Units,N92000002,0.024414157110913905
2013,Performing research and development,Northern Ireland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,N92000002,
2013,Performing research and development,Northern Ireland,,Total,,,,Percentage (%),Undefined,Units,N92000002,0.03360406659030553
2014,Performing research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.0743139317519229
2014,Performing research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.04375493177916955
2014,Performing research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,1.0675348556915336
2014,Performing research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.4000985153775345
2014,Performing research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.032322019201950644
2014,Funding research and development,,,Total expenditure,,,,Percentage (%),Undefined,Units,,1.618024253802111
2014,Funding research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.19403896486195826
2014,Funding research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.15781693342572267
2014,Funding research and development,,,Higher Education Funding Councils,,,,Percentage (%),Undefined,Units,,0.12234284954126774
2014,Funding research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,0.7655243192475221
2014,Funding research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.004487685310684057
2014,Funding research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.07805366951082626
2014,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.2957598319041302
2014,Funding research and development,,,,UK Government,,,Percentage (%),Undefined,Units,,0.10075922018988252
2014,Funding research and development,,,,Overseas total,,,Percentage (%),Undefined,Units,,0.21695821484152325
2014,Funding research and development,,,,,European Commission grants,,Percentage (%),Undefined,Units,,0.003419188808140234
2014,Funding research and development,,,,,Other Overseas,,Percentage (%),Undefined,Units,,0.21348560120825585
2014,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.02088910662473174
2014,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.7220365115939884
2014,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.0068918024414076585
2014,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.007212351392170806
2014,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.012287709779253966
2014,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.023026099629819385
2014,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.0011753461527982054
2014,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.0025643916061051752
2014,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.010097291949039128
2014,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.04188506289971786
2014,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.2059527008653219
2014,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.006784952791153276
2014,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.003312339157885851
2014,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.0027246660814867485
2014,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.0040602867096665276
2014,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.005876730763991027
2014,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.05401249820359026
2014,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.01474525173510476
2014,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.024628844383635117
2014,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.048723440515998334
2014,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.035794632835218075
2014,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.13051684778572797
2014,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.00416713635992091
2014,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.014157578658705655
2014,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.08900575866190047
2014,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.00977674299827598
2014,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.008975370621368115
2014,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.008067148594205863
2014,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.012768533205398686
2014,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0020301433548332638
2014,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.051287832122103506
2014,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.06074402616961634
2014,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.11908393520850909
2014,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,
2014,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.04364808212891517
2014,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.008441122370096203
2014,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,
2014,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.03221516955169627
2014,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.10220169046831666
2014,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,
2014,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,0.14162921141218374
2014,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,
2014,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.013249356631543405
2014,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.015065800685867903
2014,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,
2014,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,0.029383653819955134
2014,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.003793162584030572
2014,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.027941183541520975
2014,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.03739737758903381
2014,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,0.00016027447538157345
2014,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,0.06929199818996692
2014,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.00464795978606563
2014,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.017309643341209935
2014,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.07869476741235257
2014,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,0.00010684965025438231
2014,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,0.10075922018988252
2014,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,0.00021369930050876463
2014,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.019179512220661624
2014,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.10278936354471578
2014,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,
2014,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,0.12218257506588616
2014,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.011379487752091716
2014,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03750422723928819
2014,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.21872123407072058
2014,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,0.016080872363284537
2014,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,0.283685821425385
2014,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.017897316417609038
2014,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.09840852788428611
2014,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.09210439851927754
2014,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,0.006090430064499792
2014,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,0.21450067288567246
2014,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.04092341604742842
2014,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.060370052393726
2014,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.246235019011224
2014,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,0.003312339157885851
2014,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,0.35084082661026433
2014,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.01901923774528005
2014,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.020141159072951064
2014,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.08339615202354539
2014,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,0.0009616468522894407
2014,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,0.12351819569406594
2014,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.1026290890693342
2014,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.3262654070517564
2014,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,0.9766592281501815
2014,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,0.03023845102199019
2014,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,1.435792175293262
2014,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0009082220271622496
2014,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.012287709779253966
2014,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.020621982499095786
2014,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,5.342482512719116e-05
2014,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,0.03387133913063919
2014,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.013623330407433744
2014,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.05385222372820868
2014,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.05112755764672193
2014,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,0.001976718529706073
2014,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,0.12057983031207042
2014,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0009616468522894407
2014,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.007586325168061144
2014,Performing research and development,Northern Ireland,,Business,,,,Percentage (%),Undefined,Units,N92000002,0.019179512220661624
2014,Performing research and development,Northern Ireland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,N92000002,
2014,Performing research and development,Northern Ireland,,Total,,,,Percentage (%),Undefined,Units,N92000002,0.027727484241012207
2015,Performing research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.06828284916778662
2015,Performing research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.03985319962783004
2015,Performing research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,1.086426134601468
2015,Performing research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.39646438540266715
2015,Performing research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.036028119507908615
2015,Funding research and development,,,Total expenditure,,,,Percentage (%),Undefined,Units,,1.6270546883076604
2015,Funding research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.1886178021296392
2015,Funding research and development,,,UK Research & Innovation,,,,Percentage (%),Undefined,Units,,0.14959164685206244
2015,Funding research and development,,,Higher Education Funding Councils,,,,Percentage (%),Undefined,Units,,0.1171301561046211
2015,Funding research and development,,,Business Enterprise,,,,Percentage (%),Undefined,Units,,0.6801922878114339
2015,Funding research and development,,,Higher Education,,,,Percentage (%),Undefined,Units,,0.00367000930424894
2015,Funding research and development,,,Private Non-Profit,,,,Percentage (%),Undefined,Units,,0.07277990282228884
2015,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.2750439367311072
2015,Funding research and development,,,,UK Government,,,Percentage (%),Undefined,Units,,0.09392122402563838
2015,Funding research and development,,,,Overseas total,,,Percentage (%),Undefined,Units,,0.1964747234570454
2015,Funding research and development,,,,,European Commission grants,,Percentage (%),Undefined,Units,,0.0034632482166856195
2015,Funding research and development,,,,,Other Overseas,,Percentage (%),Undefined,Units,,0.19301147524035978
2015,Funding research and development,,,,Other UK Business,,,Percentage (%),Undefined,Units,,0.019849064406078774
2015,Funding research and development,,,,Own funds,,,Percentage (%),Undefined,Units,,0.7652744753437403
2015,Funding research and development,,,,Other,,,Percentage (%),Undefined,Units,,0.01090664736896516
2015,Performing research and development,,,,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.007184947792825391
2015,Performing research and development,,,,,,Extractive Industries,Percentage (%),Undefined,Units,,0.01064819600951101
2015,Performing research and development,,,,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.02191667528171198
2015,Performing research and development,,,,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.0009821151659257727
2015,Performing research and development,,,,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.002532823322650677
2015,Performing research and development,,,,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.009200868396567766
2015,Performing research and development,,,,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.04331644784451567
2015,Performing research and development,,,,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.21528998242530759
2015,Performing research and development,,,,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.00708156724904373
2015,Performing research and development,,,,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.0027912746821048278
2015,Performing research and development,,,,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.002067610875633206
2015,Performing research and development,,,,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.003204796857231469
2015,Performing research and development,,,,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.006357903442572109
2015,Performing research and development,,,,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.04993280264654192
2015,Performing research and development,,,,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.01633412591750233
2015,Performing research and development,,,,,,Electrical equipment,Percentage (%),Undefined,Units,,0.025534994314070095
2015,Performing research and development,,,,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.05112167890003102
2015,Performing research and development,,,,,,Precision instruments and optical products; photographic equipment,Percentage (%),Undefined,Units,,0.03416726971983872
2015,Performing research and development,,,,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.14514628346945105
2015,Performing research and development,,,,,,Other transport equipment,Percentage (%),Undefined,Units,,0.004807195285847204
2015,Performing research and development,,,,,,Shipbuilding,Percentage (%),Undefined,Units,,0.015507081567249042
2015,Performing research and development,,,,,,Aerospace,Percentage (%),Undefined,Units,,0.08782177194252042
2015,Performing research and development,,,,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.009872841931148558
2015,Performing research and development,,,,,,"Electricity, gas and water supply; Waste management 6",Percentage (%),Undefined,Units,,0.010131293290602708
