Year,Units,Type of expenditure,Area of spending,Observation status,Unit multiplier,Unit measure,Value
2007,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,124.34950936983746
2008,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,141.69300495925518
2009,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,142.09651384103887
2010,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,145.82652825468654
2011,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,142.65601223668762
2012,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,147.00572953457342
2013,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,126.57220808758035
2014,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,133.17997176330718
2015,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,138.2429734295807
2016,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,137.56681457650717
2017,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,138.77910727102585
2018,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",,Undefined,Units,GBP (£) per capita,129.4637212578798
2000,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,5.2304363848174695
2001,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,7.849373234313941
2002,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,10.831170187498842
2003,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,10.882560570923609
2004,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,9.157570258080012
2005,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,9.766061446734412
2006,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,12.921871994555058
2007,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,19.602375116399294
2008,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,31.880926115832413
2009,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,34.21109692341051
2010,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,35.05445390737657
2011,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,34.099653788964545
2012,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,35.319048740287265
2013,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,16.28560330828616
2014,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,14.257672206672778
2015,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,10.797112578712946
2016,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,10.05360398853889
2017,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,10.31190093306804
2018,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Recreational and sporting services,Undefined,Units,GBP (£) per capita,12.011632317612847
2000,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,31.63734735361996
2001,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,33.44442000913505
2002,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,34.4980350606495
2003,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,42.004336256030264
2004,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,39.53268034908858
2005,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,43.31827594254907
2006,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,41.757703392073594
2007,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,40.18323817538092
2008,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,42.993151504760306
2009,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,39.46322307080734
2010,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,42.192815430333255
2011,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,39.23514381742306
2012,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,39.60442665410878
2013,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,41.54076782563797
2014,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,42.06090704183489
2015,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,44.30962985716479
2016,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,46.292276547226805
2017,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,45.77514907586591
2018,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Cultural services,Undefined,Units,GBP (£) per capita,40.17424392945951
2000,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,49.89292889153807
2001,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,48.229661834114324
2002,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,54.459056323769445
2003,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,58.11857463608818
2004,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,56.58010622114281
2005,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,59.85436981591802
2006,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,60.41714959286239
2007,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,60.29116539544775
2008,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,62.322277181279695
2009,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,64.06951437910071
2010,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,63.60789999920331
2011,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,64.89679245193577
2012,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,65.69343065693431
2013,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,62.66213456837691
2014,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,71.19547717533996
2015,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,75.57978805099063
2016,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,72.94955985017083
2017,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,73.63696657490438
2018,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Broadcasting and publishing services,Undefined,Units,GBP (£) per capita,71.00108977716766
2000,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.0
2001,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.016916752660159354
2002,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.16844743681957763
2003,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.16768198106199705
2004,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.1668045584349729
2005,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.198631758238666
2006,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.2466006105831118
2007,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.22831385326920978
2008,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.24262500849187532
2009,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.256984765621863
2010,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.7488906062030449
2011,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.7742738812137454
2012,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.8790518797582607
2013,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,0.8891565024638994
2014,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,1.1146062962871226
2015,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,1.44371064352634
2016,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,1.645135198124546
2017,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,1.9230710991184157
2018,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion",Religious and other community services,Undefined,Units,GBP (£) per capita,1.881521353009531
2000,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.0509458089430273
2001,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.016916752660159354
2002,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.03368948736391553
2003,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.08384099053099853
2004,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,0.03336091168699458
2005,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,1.075922023792774
2006,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,1.8084044776094865
2007,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,2.1689816060574927
2008,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,2.490950087183253
2009,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,2.248616699191301
2010,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,2.6609517284235853
2011,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,2.228012596962002
2012,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,2.1348402794129187
2013,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,1.8407099524691253
2014,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,1.997002947514428
2015,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,1.9966211027491936
2016,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,2.8637538634019872
2017,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,3.0738853001656565
2018,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Research and development recreation, culture and religion",Undefined,Units,GBP (£) per capita,2.257825623611437
2000,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,0.2886929173438214
2001,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,0.6259198484258961
2002,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,0.8590819277798459
2003,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,1.190542065540179
2004,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,1.200992820731805
2005,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,2.102186108025882
2006,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,2.0056849660759757
2007,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,1.8754352232827944
2008,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,1.7630750617076272
2009,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,1.8470780029071403
2010,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,1.5615165831467746
2011,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,1.422135700188512
2012,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,3.374931324071894
2013,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,3.3538359303462877
2014,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,2.554306095657989
2015,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,4.116111196436799
2016,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,3.7624851290441006
2017,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,4.058134287903428
2018,Central government expenditure (GBP (£) per capita),"Recreation, culture and religion","Recreation, culture and religion not elsewhere classified",Undefined,Units,GBP (£) per capita,2.1374082570188273
2000,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,194.08655013661968
2001,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,157.71488505066566
2002,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,167.09985732502102
2003,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,182.94104133863877
2004,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,193.79353598975152
2005,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,212.76771836665105
2006,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,221.98986964691724
2007,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,228.59109151960809
2008,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,234.9418832229659
2009,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,240.00770954296866
2010,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,237.90820513229073
2011,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,230.19636533718048
2012,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,212.49509457656384
2013,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,204.84917877817418
2014,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,199.7931786094667
2015,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,192.44355705728765
2016,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,183.72199652389025
2017,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,192.47367512515103
2018,Local government expenditure (GBP (£) per capita),,,Undefined,Units,GBP (£) per capita,189.74766540830518
2000,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,72.69966936169996
2001,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,78.2907313112175
2002,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,84.17318417874294
2003,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,93.93544579093076
2004,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,102.23451386479489
2005,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,114.16360304767328
2006,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,119.00945466740976
2007,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,123.33840516250238
2008,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,128.3324544916359
2009,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,130.69281486656868
2010,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,131.18332682701424
2011,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,130.5520572773054
2012,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,120.00627894199827
2013,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,120.41050951787439
2014,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,120.70257350209297
2015,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,121.77852864383351
2016,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,120.978367995418
2017,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,120.56292985181753
2018,Local government expenditure (GBP (£) per capita),Environmental protection,,Undefined,Units,GBP (£) per capita,121.56133157523978
2000,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,72.69966936169996
2001,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,78.2907313112175
2002,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,84.17318417874294
2003,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,93.93544579093076
2004,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,102.23451386479489
2005,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,114.16360304767328
2006,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,119.00945466740976
2007,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,123.33840516250238
2008,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,128.3324544916359
2009,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,130.69281486656868
2010,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,131.18332682701424
2011,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,130.5520572773054
2012,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,120.00627894199827
2013,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,120.41050951787439
2014,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,120.70257350209297
2015,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,121.77852864383351
2016,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,120.978367995418
2017,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,120.56292985181753
2018,Local government expenditure (GBP (£) per capita),Environmental protection,Waste management,Undefined,Units,GBP (£) per capita,121.56133157523978
2000,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2001,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2002,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2003,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2004,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2005,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2006,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2007,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2008,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2009,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2010,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2011,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2012,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2013,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2014,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2015,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2016,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2017,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2018,Local government expenditure (GBP (£) per capita),Environmental protection,Waste water management,Undefined,Units,GBP (£) per capita,0.0
2000,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2001,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2002,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2003,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2004,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2005,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2006,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2007,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2008,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2009,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2010,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2011,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2012,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2013,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2014,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2015,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
2016,Local government expenditure (GBP (£) per capita),Environmental protection,Pollution abatement,Undefined,Units,GBP (£) per capita,0.0
