Year,Country,Region,Ethnicity,Sex,Health Board (Wales),Local Authority County/ Unitary Authority,IMD Deciles (England),IMD Quintiles,BMI,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2014/15,England,East Midlands,,,,,,,Obese,Undefined,Units,Percentage (%),E12000004,8.55610817531862
2014/15,England,West Midlands,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.13024838482409
2014/15,England,West Midlands,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000005,12.8779361724453
2014/15,England,West Midlands,,,,,,,Obese,Undefined,Units,Percentage (%),E12000005,10.1797304792313
2014/15,England,East of England,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000006,0.840943243555658
2014/15,England,East of England,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.4465379724887
2014/15,England,East of England,,,,,,,Obese,Undefined,Units,Percentage (%),E12000006,8.20569876314877
2014/15,England,London,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.55728702571648
2014/15,England,London,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000007,12.0179455830242
2014/15,England,London,,,,,,,Obese,Undefined,Units,Percentage (%),E12000007,10.142569989846
2014/15,England,South East,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.76964400090911
2014/15,England,South East,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000008,12.4320750428728
2014/15,England,South East,,,,,,,Obese,Undefined,Units,Percentage (%),E12000008,7.88549350193186
2014/15,England,South West,,,,,,,Underweight,Undefined,Units,Percentage (%),E12000009,0.5734754056841
2014/15,England,South West,,,,,,,Overweight,Undefined,Units,Percentage (%),E12000009,13.729037393491
2014/15,England,South West,,,,,,,Obese,Undefined,Units,Percentage (%),E12000009,8.59851294390072
2014/15,England,North East,,,,County Durham,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.308589062232128
2014/15,England,North East,,,,Darlington,,,Underweight,Undefined,Units,Percentage (%),E12000001,
2014/15,England,North East,,,,Gateshead,,,Underweight,Undefined,Units,Percentage (%),E12000001,1.06598984771574
2014/15,England,North East,,,,Hartlepool,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.617828773168579
2014/15,England,North East,,,,Middlesbrough,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.899470899470899
2014/15,England,North East,,,,Newcastle upon Tyne,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.832266325224072
2014/15,England,North East,,,,North Tyneside,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.528867342441604
2014/15,England,North East,,,,Northumberland,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.699300699300699
2014/15,England,North East,,,,Redcar and Cleveland,,,Underweight,Undefined,Units,Percentage (%),E12000001,
2014/15,England,North East,,,,South Tyneside,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.430769230769231
2014/15,England,North East,,,,Stockton-on-Tees,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.526955816781516
2014/15,England,North East,,,,Sunderland,,,Underweight,Undefined,Units,Percentage (%),E12000001,0.837628865979381
2014/15,England,North East,,,,County Durham,,,Overweight,Undefined,Units,Percentage (%),E12000001,13.663637922167
2014/15,England,North East,,,,Darlington,,,Overweight,Undefined,Units,Percentage (%),E12000001,12.9952456418384
2014/15,England,North East,,,,Gateshead,,,Overweight,Undefined,Units,Percentage (%),E12000001,13.5532994923858
2014/15,England,North East,,,,Hartlepool,,,Overweight,Undefined,Units,Percentage (%),E12000001,13.7687555163283
2014/15,England,North East,,,,Middlesbrough,,,Overweight,Undefined,Units,Percentage (%),E12000001,15.9259259259259
2014/15,England,North East,,,,Newcastle upon Tyne,,,Overweight,Undefined,Units,Percentage (%),E12000001,12.4519846350832
2014/15,England,North East,,,,North Tyneside,,,Overweight,Undefined,Units,Percentage (%),E12000001,13.6183340678713
2014/15,England,North East,,,,Northumberland,,,Overweight,Undefined,Units,Percentage (%),E12000001,14.4310235219326
2014/15,England,North East,,,,Redcar and Cleveland,,,Overweight,Undefined,Units,Percentage (%),E12000001,15.7894736842105
2014/15,England,North East,,,,South Tyneside,,,Overweight,Undefined,Units,Percentage (%),E12000001,14.0307692307692
2014/15,England,North East,,,,Stockton-on-Tees,,,Overweight,Undefined,Units,Percentage (%),E12000001,14.1872719902716
2014/15,England,North East,,,,Sunderland,,,Overweight,Undefined,Units,Percentage (%),E12000001,11.6623711340206
2014/15,England,North East,,,,County Durham,,,Obese,Undefined,Units,Percentage (%),E12000001,9.29195954054517
2014/15,England,North East,,,,Darlington,,,Obese,Undefined,Units,Percentage (%),E12000001,10.3011093502377
2014/15,England,North East,,,,Gateshead,,,Obese,Undefined,Units,Percentage (%),E12000001,9.54314720812183
2014/15,England,North East,,,,Hartlepool,,,Obese,Undefined,Units,Percentage (%),E12000001,11.5622241835834
2014/15,England,North East,,,,Middlesbrough,,,Obese,Undefined,Units,Percentage (%),E12000001,11.2169312169312
2014/15,England,North East,,,,Newcastle upon Tyne,,,Obese,Undefined,Units,Percentage (%),E12000001,9.95518565941101
2014/15,England,North East,,,,North Tyneside,,,Obese,Undefined,Units,Percentage (%),E12000001,8.77038342882327
2014/15,England,North East,,,,Northumberland,,,Obese,Undefined,Units,Percentage (%),E12000001,9.4723458359822
2014/15,England,North East,,,,Redcar and Cleveland,,,Obese,Undefined,Units,Percentage (%),E12000001,11.5922718187875
2014/15,England,North East,,,,South Tyneside,,,Obese,Undefined,Units,Percentage (%),E12000001,11.1384615384615
2014/15,England,North East,,,,Stockton-on-Tees,,,Obese,Undefined,Units,Percentage (%),E12000001,10.4175111471423
2014/15,England,North East,,,,Sunderland,,,Obese,Undefined,Units,Percentage (%),E12000001,10.4703608247423
2014/15,England,North West,,,,Blackburn with Darwen,,,Underweight,Undefined,Units,Percentage (%),E12000002,2.10224558050645
2014/15,England,North West,,,,Blackpool,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.684931506849315
2014/15,England,North West,,,,Bolton,,,Underweight,Undefined,Units,Percentage (%),E12000002,1.72276702888948
2014/15,England,North West,,,,Bury,,,Underweight,Undefined,Units,Percentage (%),E12000002,1.32933104631218
2014/15,England,North West,,,,Cheshire East,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.893091673233517
2014/15,England,North West,,,,Cheshire West and Chester,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.577240241891149
2014/15,England,North West,,,,Cumbria,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.403551251008878
2014/15,England,North West,,,,Halton,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.68922305764411
2014/15,England,North West,,,,Knowsley,,,Underweight,Undefined,Units,Percentage (%),E12000002,
2014/15,England,North West,,,,Liverpool,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.474129045557617
2014/15,England,North West,,,,Lancashire,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.795394288311492
2014/15,England,North West,,,,Manchester,,,Underweight,Undefined,Units,Percentage (%),E12000002,1.41693811074919
2014/15,England,North West,,,,Oldham,,,Underweight,Undefined,Units,Percentage (%),E12000002,1.35352884305511
2014/15,England,North West,,,,Rochdale,,,Underweight,Undefined,Units,Percentage (%),E12000002,1.46743020758769
2014/15,England,North West,,,,Salford,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.755833059480776
2014/15,England,North West,,,,Sefton,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.677361853832442
2014/15,England,North West,,,,St. Helens,,,Underweight,Undefined,Units,Percentage (%),E12000002,
2014/15,England,North West,,,,Stockport,,,Underweight,Undefined,Units,Percentage (%),E12000002,1.3170272812794
2014/15,England,North West,,,,Tameside,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.846629762292413
2014/15,England,North West,,,,Trafford,,,Underweight,Undefined,Units,Percentage (%),E12000002,1.23233055454875
2014/15,England,North West,,,,Warrington,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.75187969924812
2014/15,England,North West,,,,Wigan,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.518537723619393
2014/15,England,North West,,,,Wirral,,,Underweight,Undefined,Units,Percentage (%),E12000002,0.499306518723994
2014/15,England,North West,,,,Blackburn with Darwen,,,Overweight,Undefined,Units,Percentage (%),E12000002,12.5656951743908
2014/15,England,North West,,,,Blackpool,,,Overweight,Undefined,Units,Percentage (%),E12000002,15.7534246575342
2014/15,England,North West,,,,Bolton,,,Overweight,Undefined,Units,Percentage (%),E12000002,11.0522130930294
2014/15,England,North West,,,,Bury,,,Overweight,Undefined,Units,Percentage (%),E12000002,12.9502572898799
2014/15,England,North West,,,,Cheshire East,,,Overweight,Undefined,Units,Percentage (%),E12000002,12.3982138166535
2014/15,England,North West,,,,Cheshire West and Chester,,,Overweight,Undefined,Units,Percentage (%),E12000002,13.4139637163277
2014/15,England,North West,,,,Cumbria,,,Overweight,Undefined,Units,Percentage (%),E12000002,15.3349475383374
2014/15,England,North West,,,,Halton,,,Overweight,Undefined,Units,Percentage (%),E12000002,13.7218045112782
2014/15,England,North West,,,,Knowsley,,,Overweight,Undefined,Units,Percentage (%),E12000002,14.0011383039271
2014/15,England,North West,,,,Liverpool,,,Overweight,Undefined,Units,Percentage (%),E12000002,14.450628736343
2014/15,England,North West,,,,Lancashire,,,Overweight,Undefined,Units,Percentage (%),E12000002,14.0368153927733
2014/15,England,North West,,,,Manchester,,,Overweight,Undefined,Units,Percentage (%),E12000002,13.1921824104235
2014/15,England,North West,,,,Oldham,,,Overweight,Undefined,Units,Percentage (%),E12000002,12.7618433773767
2014/15,England,North West,,,,Rochdale,,,Overweight,Undefined,Units,Percentage (%),E12000002,12.8131710808876
2014/15,England,North West,,,,Salford,,,Overweight,Undefined,Units,Percentage (%),E12000002,12.4876766348998
2014/15,England,North West,,,,Sefton,,,Overweight,Undefined,Units,Percentage (%),E12000002,15.1158645276292
2014/15,England,North West,,,,St. Helens,,,Overweight,Undefined,Units,Percentage (%),E12000002,14.7104851330203
2014/15,England,North West,,,,Stockport,,,Overweight,Undefined,Units,Percentage (%),E12000002,11.4769520225776
2014/15,England,North West,,,,Tameside,,,Overweight,Undefined,Units,Percentage (%),E12000002,13.7740149788343
2014/15,England,North West,,,,Trafford,,,Overweight,Undefined,Units,Percentage (%),E12000002,11.9246103660747
2014/15,England,North West,,,,Warrington,,,Overweight,Undefined,Units,Percentage (%),E12000002,10.9440267335004
2014/15,England,North West,,,,Wigan,,,Overweight,Undefined,Units,Percentage (%),E12000002,13.0930775213897
2014/15,England,North West,,,,Wirral,,,Overweight,Undefined,Units,Percentage (%),E12000002,13.0651872399445
2014/15,England,North West,,,,Blackburn with Darwen,,,Obese,Undefined,Units,Percentage (%),E12000002,8.36120401337793
2014/15,England,North West,,,,Blackpool,,,Obese,Undefined,Units,Percentage (%),E12000002,9.9626400996264
2014/15,England,North West,,,,Bolton,,,Obese,Undefined,Units,Percentage (%),E12000002,8.37529817121654
2014/15,England,North West,,,,Bury,,,Obese,Undefined,Units,Percentage (%),E12000002,7.76157804459691
2014/15,England,North West,,,,Cheshire East,,,Obese,Undefined,Units,Percentage (%),E12000002,6.96086157079065
2014/15,England,North West,,,,Cheshire West and Chester,,,Obese,Undefined,Units,Percentage (%),E12000002,9.7306212204508
2014/15,England,North West,,,,Cumbria,,,Obese,Undefined,Units,Percentage (%),E12000002,10.7344632768362
2014/15,England,North West,,,,Halton,,,Obese,Undefined,Units,Percentage (%),E12000002,11.0275689223058
2014/15,England,North West,,,,Knowsley,,,Obese,Undefined,Units,Percentage (%),E12000002,11.1553784860558
2014/15,England,North West,,,,Liverpool,,,Obese,Undefined,Units,Percentage (%),E12000002,11.7707689136261
2014/15,England,North West,,,,Lancashire,,,Obese,Undefined,Units,Percentage (%),E12000002,9.42352852056662
2014/15,England,North West,,,,Manchester,,,Obese,Undefined,Units,Percentage (%),E12000002,10.8469055374593
2014/15,England,North West,,,,Oldham,,,Obese,Undefined,Units,Percentage (%),E12000002,9.73251691911054
2014/15,England,North West,,,,Rochdale,,,Obese,Undefined,Units,Percentage (%),E12000002,9.12670007158196
2014/15,England,North West,,,,Salford,,,Obese,Undefined,Units,Percentage (%),E12000002,9.59579362471245
2014/15,England,North West,,,,Sefton,,,Obese,Undefined,Units,Percentage (%),E12000002,9.98217468805704
2014/15,England,North West,,,,St. Helens,,,Obese,Undefined,Units,Percentage (%),E12000002,10.7459572248305
2014/15,England,North West,,,,Stockport,,,Obese,Undefined,Units,Percentage (%),E12000002,7.21229225462527
2014/15,England,North West,,,,Tameside,,,Obese,Undefined,Units,Percentage (%),E12000002,9.86649299902312
2014/15,England,North West,,,,Trafford,,,Obese,Undefined,Units,Percentage (%),E12000002,8.22761870242842
2014/15,England,North West,,,,Warrington,,,Obese,Undefined,Units,Percentage (%),E12000002,8.312447786132
2014/15,England,North West,,,,Wigan,,,Obese,Undefined,Units,Percentage (%),E12000002,10.8892921960073
2014/15,England,North West,,,,Wirral,,,Obese,Undefined,Units,Percentage (%),E12000002,9.34812760055479
2014/15,England,Yorkshire and The Humber,,,,Barnsley,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.734658599827139
2014/15,England,Yorkshire and The Humber,,,,Bradford,,,Underweight,Undefined,Units,Percentage (%),E12000003,1.38786357596338
2014/15,England,Yorkshire and The Humber,,,,Calderdale,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.947687642153146
2014/15,England,Yorkshire and The Humber,,,,Doncaster,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.797039567321378
2014/15,England,Yorkshire and The Humber,,,,East Riding of Yorkshire,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.963031997514756
2014/15,England,Yorkshire and The Humber,,,,"Kingston upon Hull, City of",,,Underweight,Undefined,Units,Percentage (%),E12000003,0.544629349470499
2014/15,England,Yorkshire and The Humber,,,,Kirklees,,,Underweight,Undefined,Units,Percentage (%),E12000003,1.21012101210121
2014/15,England,Yorkshire and The Humber,,,,Leeds,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.961846745751843
2014/15,England,Yorkshire and The Humber,,,,North East Lincolnshire,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.513083632632119
2014/15,England,Yorkshire and The Humber,,,,North Lincolnshire,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.690387679235263
2014/15,England,Yorkshire and The Humber,,,,North Yorkshire,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.524222704266088
2014/15,England,Yorkshire and The Humber,,,,Rotherham,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.853918877706618
2014/15,England,Yorkshire and The Humber,,,,Sheffield,,,Underweight,Undefined,Units,Percentage (%),E12000003,1.17016089712335
2014/15,England,Yorkshire and The Humber,,,,Wakefield,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.87719298245614
2014/15,England,Yorkshire and The Humber,,,,York,,,Underweight,Undefined,Units,Percentage (%),E12000003,0.466804979253112
2014/15,England,Yorkshire and The Humber,,,,Barnsley,,,Overweight,Undefined,Units,Percentage (%),E12000003,12.3595505617978
2014/15,England,Yorkshire and The Humber,,,,Bradford,,,Overweight,Undefined,Units,Percentage (%),E12000003,11.2800826812343
2014/15,England,Yorkshire and The Humber,,,,Calderdale,,,Overweight,Undefined,Units,Percentage (%),E12000003,12.4715693707354
2014/15,England,Yorkshire and The Humber,,,,Doncaster,,,Overweight,Undefined,Units,Percentage (%),E12000003,12.6672359806433
2014/15,England,Yorkshire and The Humber,,,,East Riding of Yorkshire,,,Overweight,Undefined,Units,Percentage (%),E12000003,11.6185150667909
2014/15,England,Yorkshire and The Humber,,,,"Kingston upon Hull, City of",,,Overweight,Undefined,Units,Percentage (%),E12000003,14.7655068078669
2014/15,England,Yorkshire and The Humber,,,,Kirklees,,,Overweight,Undefined,Units,Percentage (%),E12000003,13.4030069673634
2014/15,England,Yorkshire and The Humber,,,,Leeds,,,Overweight,Undefined,Units,Percentage (%),E12000003,12.6750026717965
2014/15,England,Yorkshire and The Humber,,,,North East Lincolnshire,,,Overweight,Undefined,Units,Percentage (%),E12000003,14.8794253463315
2014/15,England,Yorkshire and The Humber,,,,North Lincolnshire,,,Overweight,Undefined,Units,Percentage (%),E12000003,14.3388210302708
2014/15,England,Yorkshire and The Humber,,,,North Yorkshire,,,Overweight,Undefined,Units,Percentage (%),E12000003,13.0151843817787
2014/15,England,Yorkshire and The Humber,,,,Rotherham,,,Overweight,Undefined,Units,Percentage (%),E12000003,11.8328758767917
2014/15,England,Yorkshire and The Humber,,,,Sheffield,,,Overweight,Undefined,Units,Percentage (%),E12000003,12.3191938891598
2014/15,England,Yorkshire and The Humber,,,,Wakefield,,,Overweight,Undefined,Units,Percentage (%),E12000003,13.4674922600619
2014/15,England,Yorkshire and The Humber,,,,York,,,Overweight,Undefined,Units,Percentage (%),E12000003,12.0331950207469
2014/15,England,Yorkshire and The Humber,,,,Barnsley,,,Obese,Undefined,Units,Percentage (%),E12000003,7.60587726879862
2014/15,England,Yorkshire and The Humber,,,,Bradford,,,Obese,Undefined,Units,Percentage (%),E12000003,8.59294256607117
2014/15,England,Yorkshire and The Humber,,,,Calderdale,,,Obese,Undefined,Units,Percentage (%),E12000003,8.37755875663381
2014/15,England,Yorkshire and The Humber,,,,Doncaster,,,Obese,Undefined,Units,Percentage (%),E12000003,9.50754341019072
2014/15,England,Yorkshire and The Humber,,,,East Riding of Yorkshire,,,Obese,Undefined,Units,Percentage (%),E12000003,7.95278036657347
2014/15,England,Yorkshire and The Humber,,,,"Kingston upon Hull, City of",,,Obese,Undefined,Units,Percentage (%),E12000003,9.98487140695915
2014/15,England,Yorkshire and The Humber,,,,Kirklees,,,Obese,Undefined,Units,Percentage (%),E12000003,10.4510451045105
2014/15,England,Yorkshire and The Humber,,,,Leeds,,,Obese,Undefined,Units,Percentage (%),E12000003,8.84899006091696
2014/15,England,Yorkshire and The Humber,,,,North East Lincolnshire,,,Obese,Undefined,Units,Percentage (%),E12000003,10.2103642893792
2014/15,England,Yorkshire and The Humber,,,,North Lincolnshire,,,Obese,Undefined,Units,Percentage (%),E12000003,8.65639936271907
2014/15,England,Yorkshire and The Humber,,,,North Yorkshire,,,Obese,Undefined,Units,Percentage (%),E12000003,8.06218365871294
2014/15,England,Yorkshire and The Humber,,,,Rotherham,,,Obese,Undefined,Units,Percentage (%),E12000003,9.85056419640134
2014/15,England,Yorkshire and The Humber,,,,Sheffield,,,Obese,Undefined,Units,Percentage (%),E12000003,8.30489192263936
2014/15,England,Yorkshire and The Humber,,,,Wakefield,,,Obese,Undefined,Units,Percentage (%),E12000003,8.30753353973168
2014/15,England,Yorkshire and The Humber,,,,York,,,Obese,Undefined,Units,Percentage (%),E12000003,7.10580912863071
2014/15,England,East Midlands,,,,Derby,,,Underweight,Undefined,Units,Percentage (%),E12000004,1.39103554868624
2014/15,England,East Midlands,,,,Derbyshire,,,Underweight,Undefined,Units,Percentage (%),E12000004,0.460370785118825
2014/15,England,East Midlands,,,,Leicester,,,Underweight,Undefined,Units,Percentage (%),E12000004,2.51658659345688
2014/15,England,East Midlands,,,,Leicestershire,,,Underweight,Undefined,Units,Percentage (%),E12000004,0.930503053213143
2014/15,England,East Midlands,,,,Lincolnshire,,,Underweight,Undefined,Units,Percentage (%),E12000004,0.752167261601224
2014/15,England,East Midlands,,,,Northamptonshire,,,Underweight,Undefined,Units,Percentage (%),E12000004,0.694286364671068
2014/15,England,East Midlands,,,,Nottingham,,,Underweight,Undefined,Units,Percentage (%),E12000004,
2014/15,England,East Midlands,,,,Nottinghamshire,,,Underweight,Undefined,Units,Percentage (%),E12000004,0.75775238983446
2014/15,England,East Midlands,,,,Rutland,,,Underweight,Undefined,Units,Percentage (%),E12000004,
2014/15,England,East Midlands,,,,Derby,,,Overweight,Undefined,Units,Percentage (%),E12000004,12.8284389489954
2014/15,England,East Midlands,,,,Derbyshire,,,Overweight,Undefined,Units,Percentage (%),E12000004,13.8235660072166
2014/15,England,East Midlands,,,,Leicester,,,Overweight,Undefined,Units,Percentage (%),E12000004,11.6678105696637
2014/15,England,East Midlands,,,,Leicestershire,,,Overweight,Undefined,Units,Percentage (%),E12000004,12.6490258796162
2014/15,England,East Midlands,,,,Lincolnshire,,,Overweight,Undefined,Units,Percentage (%),E12000004,13.7557368689444
2014/15,England,East Midlands,,,,Northamptonshire,,,Overweight,Undefined,Units,Percentage (%),E12000004,12.6451172319599
2014/15,England,East Midlands,,,,Nottingham,,,Overweight,Undefined,Units,Percentage (%),E12000004,14.1598119858989
2014/15,England,East Midlands,,,,Nottinghamshire,,,Overweight,Undefined,Units,Percentage (%),E12000004,13.1732338540452
2014/15,England,East Midlands,,,,Rutland,,,Overweight,Undefined,Units,Percentage (%),E12000004,15.3392330383481
2014/15,England,East Midlands,,,,Derby,,,Obese,Undefined,Units,Percentage (%),E12000004,9.08809891808346
2014/15,England,East Midlands,,,,Derbyshire,,,Obese,Undefined,Units,Percentage (%),E12000004,7.73920617145701
2014/15,England,East Midlands,,,,Leicester,,,Obese,Undefined,Units,Percentage (%),E12000004,10.1807366735301
2014/15,England,East Midlands,,,,Leicestershire,,,Obese,Undefined,Units,Percentage (%),E12000004,7.67665018900843
2014/15,England,East Midlands,,,,Lincolnshire,,,Obese,Undefined,Units,Percentage (%),E12000004,8.46506884242733
2014/15,England,East Midlands,,,,Northamptonshire,,,Obese,Undefined,Units,Percentage (%),E12000004,8.60459822444799
2014/15,England,East Midlands,,,,Nottingham,,,Obese,Undefined,Units,Percentage (%),E12000004,12.5734430082256
2014/15,England,East Midlands,,,,Nottinghamshire,,,Obese,Undefined,Units,Percentage (%),E12000004,7.51923525297272
2014/15,England,East Midlands,,,,Rutland,,,Obese,Undefined,Units,Percentage (%),E12000004,6.48967551622419
2014/15,England,West Midlands,,,,Birmingham,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.62263906016746
2014/15,England,West Midlands,,,,Coventry,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.47806004618938
2014/15,England,West Midlands,,,,Dudley,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.07613666935701
2014/15,England,West Midlands,,,,"Herefordshire, County of",,,Underweight,Undefined,Units,Percentage (%),E12000005,0.559910414333707
2014/15,England,West Midlands,,,,Sandwell,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.74740101747401
2014/15,England,West Midlands,,,,Shropshire,,,Underweight,Undefined,Units,Percentage (%),E12000005,0.564971751412429
2014/15,England,West Midlands,,,,Solihull,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.01679929266136
2014/15,England,West Midlands,,,,Staffordshire,,,Underweight,Undefined,Units,Percentage (%),E12000005,0.677886863020103
2014/15,England,West Midlands,,,,Stoke-on-Trent,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.14764267990074
2014/15,England,West Midlands,,,,Telford and Wrekin,,,Underweight,Undefined,Units,Percentage (%),E12000005,0.797448165869218
2014/15,England,West Midlands,,,,Walsall,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.28348214285714
2014/15,England,West Midlands,,,,Warwickshire,,,Underweight,Undefined,Units,Percentage (%),E12000005,0.771553170077155
2014/15,England,West Midlands,,,,Wolverhampton,,,Underweight,Undefined,Units,Percentage (%),E12000005,1.44880875724404
2014/15,England,West Midlands,,,,Worcestershire,,,Underweight,Undefined,Units,Percentage (%),E12000005,0.457859928777344
2014/15,England,West Midlands,,,,Birmingham,,,Overweight,Undefined,Units,Percentage (%),E12000005,12.0075290452392
2014/15,England,West Midlands,,,,Coventry,,,Overweight,Undefined,Units,Percentage (%),E12000005,12.4942263279446
2014/15,England,West Midlands,,,,Dudley,,,Overweight,Undefined,Units,Percentage (%),E12000005,14.0973903685768
2014/15,England,West Midlands,,,,"Herefordshire, County of",,,Overweight,Undefined,Units,Percentage (%),E12000005,13.6058230683091
2014/15,England,West Midlands,,,,Sandwell,,,Overweight,Undefined,Units,Percentage (%),E12000005,10.9710241097102
2014/15,England,West Midlands,,,,Shropshire,,,Overweight,Undefined,Units,Percentage (%),E12000005,13.1557707828894
2014/15,England,West Midlands,,,,Solihull,,,Overweight,Undefined,Units,Percentage (%),E12000005,11.5384615384615
2014/15,England,West Midlands,,,,Staffordshire,,,Overweight,Undefined,Units,Percentage (%),E12000005,14.107059373539
2014/15,England,West Midlands,,,,Stoke-on-Trent,,,Overweight,Undefined,Units,Percentage (%),E12000005,13.9267990074442
2014/15,England,West Midlands,,,,Telford and Wrekin,,,Overweight,Undefined,Units,Percentage (%),E12000005,14.1945773524721
2014/15,England,West Midlands,,,,Walsall,,,Overweight,Undefined,Units,Percentage (%),E12000005,13.671875
2014/15,England,West Midlands,,,,Warwickshire,,,Overweight,Undefined,Units,Percentage (%),E12000005,12.4958067762496
2014/15,England,West Midlands,,,,Wolverhampton,,,Overweight,Undefined,Units,Percentage (%),E12000005,13.1358660656793
2014/15,England,West Midlands,,,,Worcestershire,,,Overweight,Undefined,Units,Percentage (%),E12000005,13.2948957096829
2014/15,England,West Midlands,,,,Birmingham,,,Obese,Undefined,Units,Percentage (%),E12000005,11.1702472901928
2014/15,England,West Midlands,,,,Coventry,,,Obese,Undefined,Units,Percentage (%),E12000005,9.90762124711316
2014/15,England,West Midlands,,,,Dudley,,,Obese,Undefined,Units,Percentage (%),E12000005,11.9989238633306
2014/15,England,West Midlands,,,,"Herefordshire, County of",,,Obese,Undefined,Units,Percentage (%),E12000005,8.34266517357223
2014/15,England,West Midlands,,,,Sandwell,,,Obese,Undefined,Units,Percentage (%),E12000005,11.1258571112586
2014/15,England,West Midlands,,,,Shropshire,,,Obese,Undefined,Units,Percentage (%),E12000005,8.75706214689266
2014/15,England,West Midlands,,,,Solihull,,,Obese,Undefined,Units,Percentage (%),E12000005,7.51547303271441
2014/15,England,West Midlands,,,,Staffordshire,,,Obese,Undefined,Units,Percentage (%),E12000005,8.97615708274895
2014/15,England,West Midlands,,,,Stoke-on-Trent,,,Obese,Undefined,Units,Percentage (%),E12000005,10.8870967741935
2014/15,England,West Midlands,,,,Telford and Wrekin,,,Obese,Undefined,Units,Percentage (%),E12000005,9.30356193514088
2014/15,England,West Midlands,,,,Walsall,,,Obese,Undefined,Units,Percentage (%),E12000005,11.6071428571429
2014/15,England,West Midlands,,,,Warwickshire,,,Obese,Undefined,Units,Percentage (%),E12000005,8.58772224085877
2014/15,England,West Midlands,,,,Wolverhampton,,,Obese,Undefined,Units,Percentage (%),E12000005,12.2987765614939
2014/15,England,West Midlands,,,,Worcestershire,,,Obese,Undefined,Units,Percentage (%),E12000005,9.36069187722571
2014/15,England,East of England,,,,Bedford,,,Underweight,Undefined,Units,Percentage (%),E12000006,1.01429230059935
2014/15,England,East of England,,,,Cambridgeshire,,,Underweight,Undefined,Units,Percentage (%),E12000006,0.648967551622419
2014/15,England,East of England,,,,Central Bedfordshire,,,Underweight,Undefined,Units,Percentage (%),E12000006,0.697392359005458
2014/15,England,East of England,,,,Essex,,,Underweight,Undefined,Units,Percentage (%),E12000006,0.806905610808782
2014/15,England,East of England,,,,Hertfordshire,,,Underweight,Undefined,Units,Percentage (%),E12000006,1.03042198233562
2014/15,England,East of England,,,,Luton,,,Underweight,Undefined,Units,Percentage (%),E12000006,1.45661811272958
2014/15,England,East of England,,,,Norfolk,,,Underweight,Undefined,Units,Percentage (%),E12000006,0.530893482435333
2014/15,England,East of England,,,,Peterborough,,,Underweight,Undefined,Units,Percentage (%),E12000006,1.36029411764706
2014/15,England,East of England,,,,Southend-on-Sea,,,Underweight,Undefined,Units,Percentage (%),E12000006,0.715990453460621
2014/15,England,East of England,,,,Suffolk,,,Underweight,Undefined,Units,Percentage (%),E12000006,0.639686684073107
2014/15,England,East of England,,,,Thurrock,,,Underweight,Undefined,Units,Percentage (%),E12000006,1.03510351035104
